#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PNCPOJEN_01599	334390.LAF_1341	9.959999999999999e-82	242.0	COG1539@1|root,COG1539@2|Bacteria,1VA0I@1239|Firmicutes,4HKKK@91061|Bacilli,3F7N6@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folB	-	1.13.11.81,4.1.2.25,5.1.99.8	ko:K01633	ko00790,ko01100,map00790,map01100	M00126,M00840	R03504,R11037,R11073	RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
PNCPOJEN_01608	334390.LAF_1350	3.28e-199	553.0	COG0063@1|root,COG0063@2|Bacteria,1TNZE@1239|Firmicutes,4HBZC@91061|Bacilli,3F480@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	-	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	-	-	-	-	ko00000,ko01000	-	-	-	Carb_kinase,YjeF_N
PNCPOJEN_01612	334390.LAF_1354	0.0	1664.0	COG0495@1|root,COG0495@2|Bacteria,1TP0Y@1239|Firmicutes,4HAG1@91061|Bacilli,3F46M@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
PNCPOJEN_01614	334390.LAF_1356	7.769999999999999e-280	767.0	COG0014@1|root,COG0014@2|Bacteria,1TQ9V@1239|Firmicutes,4HB7B@91061|Bacilli,3F3W7@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	proA	GO:0003674,GO:0003824,GO:0004350,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0055114	1.2.1.41	ko:K00147	ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230	M00015	R03313	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU13130	Aldedh
PNCPOJEN_01615	334390.LAF_1357	8.9e-179	499.0	COG0263@1|root,COG0263@2|Bacteria,1TPG6@1239|Firmicutes,4HA9B@91061|Bacilli,3F4E1@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	proB	GO:0003674,GO:0003824,GO:0004350,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0055114	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase
PNCPOJEN_01616	334390.LAF_1358	8.9e-270	740.0	COG0192@1|root,COG0192@2|Bacteria,1TPCV@1239|Firmicutes,4HB33@91061|Bacilli,3F3T0@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N
PNCPOJEN_01620	334390.LAF_1362	5.96e-110	315.0	COG0735@1|root,COG0735@2|Bacteria,1V400@1239|Firmicutes,4HHF8@91061|Bacilli,3F67J@33958|Lactobacillaceae	91061|Bacilli	P	Belongs to the Fur family	perR	-	-	ko:K03711,ko:K09825	-	-	-	-	ko00000,ko03000	-	-	-	FUR
PNCPOJEN_01624	1158610.UC3_02180	0.000459	44.3	COG0582@1|root,COG0582@2|Bacteria,1V2RX@1239|Firmicutes,4HE06@91061|Bacilli,4B0EK@81852|Enterococcaceae	91061|Bacilli	L	Phage integrase family	xerD_2	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
PNCPOJEN_01635	334390.LAF_1376	0.0	1497.0	COG1328@1|root,COG1328@2|Bacteria,1TR9K@1239|Firmicutes,4HBIY@91061|Bacilli,3F435@33958|Lactobacillaceae	91061|Bacilli	F	Ribonucleoside-triphosphate reductase	nrdD	-	1.1.98.6	ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-cone,NRDD
PNCPOJEN_01656	334390.LAF_1382	4.139999999999999e-233	642.0	COG0392@1|root,COG0392@2|Bacteria,1UY7Z@1239|Firmicutes,4HCG6@91061|Bacilli,3F3UR@33958|Lactobacillaceae	91061|Bacilli	I	Catalyzes the transfer of a lysyl group from L-lysyl- tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms	mprF	-	-	ko:K07027	-	-	-	-	ko00000,ko02000	4.D.2	-	-	LPG_synthase_TM
PNCPOJEN_01657	334390.LAF_1383	2.21e-254	696.0	COG0438@1|root,COG0438@2|Bacteria,1TPSS@1239|Firmicutes,4HB9F@91061|Bacilli,3F47X@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyltransferase, group 1 family protein	cpoA	GO:0003674,GO:0003824,GO:0006629,GO:0006643,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046467,GO:0071704,GO:1901576	2.4.1.208	ko:K13677,ko:K13678	ko00561,ko01100,map00561,map01100	-	R05164,R10865	RC00005,RC00049	ko00000,ko00001,ko01000,ko01003	-	GT4	-	Glyco_transf_4,Glycos_transf_1
PNCPOJEN_01660	334390.LAF_1386	3.56e-52	164.0	COG1925@1|root,COG1925@2|Bacteria,1VA0R@1239|Firmicutes,4HKGA@91061|Bacilli,3F6XQ@33958|Lactobacillaceae	91061|Bacilli	G	phosphocarrier protein HPR	ptsH	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0043610,GO:0044424,GO:0044464,GO:0050789,GO:0065007	-	ko:K11189	-	-	-	-	ko00000,ko02000	4.A.2.1	-	-	PTS-HPr
PNCPOJEN_01662	334390.LAF_1388	0.0	1383.0	COG0542@1|root,COG0542@2|Bacteria,1TPMU@1239|Firmicutes,4HA0V@91061|Bacilli,3F3K9@33958|Lactobacillaceae	91061|Bacilli	O	Belongs to the ClpA ClpB family	clpE	-	-	ko:K03697,ko:K04086	-	-	-	-	ko00000,ko03110	-	-	-	AAA,AAA_2,ClpB_D2-small,UVR
PNCPOJEN_01668	334390.LAF_1394	1.36e-172	483.0	COG0345@1|root,COG0345@2|Bacteria,1TP1E@1239|Firmicutes,4H9RV@91061|Bacilli,3F4SE@33958|Lactobacillaceae	91061|Bacilli	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC	-	1.5.1.2	ko:K00286	ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230	M00015	R01248,R01251,R03291,R03293	RC00054,RC00083	ko00000,ko00001,ko00002,ko01000	-	-	-	F420_oxidored,P5CR_dimer
PNCPOJEN_01676	334390.LAF_1401	3.47e-215	595.0	COG1088@1|root,COG1088@2|Bacteria,1TPWM@1239|Firmicutes,4HA3Y@91061|Bacilli,3F3R6@33958|Lactobacillaceae	91061|Bacilli	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rfbB	-	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase,GDP_Man_Dehyd
PNCPOJEN_01680	334390.LAF_1404	0.0	1050.0	COG4108@1|root,COG4108@2|Bacteria,1TPYT@1239|Firmicutes,4HADS@91061|Bacilli,3F489@33958|Lactobacillaceae	91061|Bacilli	J	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP	prfC	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016150,GO:0019538,GO:0022411,GO:0032984,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K02837	-	-	-	-	ko00000,ko03012	-	-	-	GTP_EFTU,GTP_EFTU_D2,RF3_C
PNCPOJEN_01681	334390.LAF_1407	4.29e-210	583.0	COG0463@1|root,COG0463@2|Bacteria,1TPR3@1239|Firmicutes,4HC2Z@91061|Bacilli,3F3X7@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyl transferase family 2	ykoT	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
PNCPOJEN_01683	334390.LAF_1409	9.36e-204	566.0	COG1216@1|root,COG1216@2|Bacteria,1UHWE@1239|Firmicutes,4ISA4@91061|Bacilli,3F3JX@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyltransferase, group 2 family protein	yfdH	-	-	ko:K12999	-	-	-	-	ko00000,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2
PNCPOJEN_01691	334390.LAF_1416	3.82e-278	759.0	COG0562@1|root,COG0562@2|Bacteria,1TQB9@1239|Firmicutes,4HB5F@91061|Bacilli,3F52G@33958|Lactobacillaceae	91061|Bacilli	M	UDP-galactopyranose mutase	glf	-	5.4.99.9	ko:K01854	ko00052,ko00520,map00052,map00520	-	R00505,R09009	RC00317,RC02396	ko00000,ko00001,ko01000	-	-	-	GLF,NAD_binding_8
PNCPOJEN_01696	334390.LAF_1426	1.61e-185	516.0	COG2137@1|root,COG2137@2|Bacteria,1V72V@1239|Firmicutes,4HJ7R@91061|Bacilli,3F4BY@33958|Lactobacillaceae	91061|Bacilli	S	Regulatory protein RecX	recX	-	-	ko:K03565	-	-	-	-	ko00000,ko03400	-	-	-	RecX
PNCPOJEN_01703	334390.LAF_1431	7.91e-213	587.0	COG0024@1|root,COG0024@2|Bacteria,1TQC1@1239|Firmicutes,4H9S9@91061|Bacilli,3F3MK@33958|Lactobacillaceae	91061|Bacilli	E	Methionine Aminopeptidase	map	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
PNCPOJEN_01712	334390.LAF_1439	0.0	994.0	COG2918@1|root,COG2918@2|Bacteria,1TPGX@1239|Firmicutes,4HAMJ@91061|Bacilli,3F506@33958|Lactobacillaceae	91061|Bacilli	H	Belongs to the glutamate--cysteine ligase type 1 family	gshA	-	6.3.2.2	ko:K01919	ko00270,ko00480,ko01100,map00270,map00480,map01100	M00118	R00894,R10993	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	Glu_cys_ligase
PNCPOJEN_01716	334390.LAF_1442	6.64e-109	313.0	COG0783@1|root,COG0783@2|Bacteria,1VCVJ@1239|Firmicutes,4HMBD@91061|Bacilli,3F5WI@33958|Lactobacillaceae	91061|Bacilli	P	Belongs to the Dps family	dps	-	-	ko:K04047	-	-	-	-	ko00000,ko03036	-	-	-	Ferritin
PNCPOJEN_01722	334390.LAF_1446	3.5899999999999997e-128	363.0	COG0350@1|root,COG0350@2|Bacteria,1V2MB@1239|Firmicutes,4HJGF@91061|Bacilli,3FBD8@33958|Lactobacillaceae	91061|Bacilli	L	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	ogt	-	2.1.1.63	ko:K00567	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_binding_1,Methyltransf_1N
PNCPOJEN_01732	334390.LAF_1456	1.5200000000000003e-247	687.0	COG1757@1|root,COG1757@2|Bacteria,1TQ3B@1239|Firmicutes,4HA18@91061|Bacilli,3F3VX@33958|Lactobacillaceae	91061|Bacilli	C	Na H antiporter NhaC	nhaC	-	-	ko:K03315	-	-	-	-	ko00000,ko02000	2.A.35	-	-	Na_H_antiporter
PNCPOJEN_01737	334390.LAF_1772	1.1900000000000001e-156	439.0	COG0108@1|root,COG0108@2|Bacteria,1U24A@1239|Firmicutes,4IBMV@91061|Bacilli,3F4KE@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate	ribB	-	3.5.4.25,4.1.99.12	ko:K14652	ko00740,ko00790,ko01100,ko01110,map00740,map00790,map01100,map01110	M00125,M00840	R00425,R07281	RC00293,RC01792,RC01815,RC02504	ko00000,ko00001,ko00002,ko01000	-	-	-	DHBP_synthase
PNCPOJEN_01745	334390.LAF_1470	2.7199999999999998e-236	650.0	COG1597@1|root,COG1597@2|Bacteria,1TQAU@1239|Firmicutes,4H9WD@91061|Bacilli,3F447@33958|Lactobacillaceae	91061|Bacilli	G	Lipid kinase	dagK	GO:0003674,GO:0003824,GO:0004143,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237	2.7.1.107	ko:K07029	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	-	R02240	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	DAGK_cat
PNCPOJEN_01746	334390.LAF_1471	0.0	934.0	COG0064@1|root,COG0064@2|Bacteria,1TPG3@1239|Firmicutes,4HAFB@91061|Bacilli,3F44H@33958|Lactobacillaceae	91061|Bacilli	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatB	GO:0003674,GO:0003824,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.3.5.6,6.3.5.7	ko:K02434	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	GatB_N,GatB_Yqey
PNCPOJEN_01747	334390.LAF_1472	0.0	932.0	COG0154@1|root,COG0154@2|Bacteria,1TP0C@1239|Firmicutes,4HBAZ@91061|Bacilli,3F4BK@33958|Lactobacillaceae	91061|Bacilli	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	-	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
PNCPOJEN_01748	334390.LAF_1473	4.05e-64	196.0	COG0721@1|root,COG0721@2|Bacteria,1VEK3@1239|Firmicutes,4HNNA@91061|Bacilli,3F7XB@33958|Lactobacillaceae	91061|Bacilli	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatC	-	6.3.5.6,6.3.5.7	ko:K02435	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Glu-tRNAGln
PNCPOJEN_01750	334390.LAF_1475	0.0	1314.0	COG0272@1|root,COG0272@2|Bacteria,1TPQ3@1239|Firmicutes,4HA1D@91061|Bacilli,3F43C@33958|Lactobacillaceae	91061|Bacilli	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA	ligA	GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016874,GO:0016886,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360	6.5.1.2	ko:K01972	ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430	-	R00382	RC00005	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5
PNCPOJEN_01751	334390.LAF_1476	0.0	1427.0	COG0210@1|root,COG0210@2|Bacteria,1TPSU@1239|Firmicutes,4HB12@91061|Bacilli,3F400@33958|Lactobacillaceae	91061|Bacilli	L	ATP-dependent DNA helicase	pcrA	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
PNCPOJEN_01753	334390.LAF_1478	2.2499999999999998e-131	373.0	COG0503@1|root,COG0503@2|Bacteria,1V1DU@1239|Firmicutes,4HFNW@91061|Bacilli,3F49S@33958|Lactobacillaceae	91061|Bacilli	F	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis	xpt	-	2.4.2.22	ko:K03816	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01229,R02142	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	iYO844.BSU22070	Pribosyltran
PNCPOJEN_01755	334390.LAF_1480	7.4e-179	498.0	COG1028@1|root,COG1028@2|Bacteria,1TRQC@1239|Firmicutes,4HD7P@91061|Bacilli,3F4FH@33958|Lactobacillaceae	91061|Bacilli	IQ	reductase	budC	-	1.1.1.304,1.1.1.76	ko:K03366	ko00650,map00650	-	R02855,R02946,R03707,R09078,R10505	RC00205,RC00525	ko00000,ko00001,ko01000	-	-	-	adh_short,adh_short_C2
PNCPOJEN_01757	334390.LAF_1482	1.13e-84	250.0	COG0103@1|root,COG0103@2|Bacteria,1V3MQ@1239|Firmicutes,4HH3B@91061|Bacilli,3F656@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the universal ribosomal protein uS9 family	rpsI	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
PNCPOJEN_01758	334390.LAF_1483	7.91e-104	300.0	COG0102@1|root,COG0102@2|Bacteria,1V3HX@1239|Firmicutes,4HG0I@91061|Bacilli,3F696@33958|Lactobacillaceae	91061|Bacilli	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
PNCPOJEN_01759	334390.LAF_1484	1.15e-187	521.0	COG0101@1|root,COG0101@2|Bacteria,1TQUY@1239|Firmicutes,4HCFI@91061|Bacilli,3F4KC@33958|Lactobacillaceae	91061|Bacilli	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016853,GO:0016866,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
PNCPOJEN_01760	334390.LAF_1485	1.67e-178	498.0	COG0619@1|root,COG0619@2|Bacteria,1TQ0E@1239|Firmicutes,4H9VT@91061|Bacilli,3F3UW@33958|Lactobacillaceae	91061|Bacilli	U	Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	ecfT	-	-	ko:K16785	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	CbiQ
PNCPOJEN_01761	334390.LAF_1486	3.98e-199	552.0	COG1122@1|root,COG1122@2|Bacteria,1TPH8@1239|Firmicutes,4HA7T@91061|Bacilli,3F48E@33958|Lactobacillaceae	91061|Bacilli	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	ecfA2	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656	-	ko:K16787	ko02010,map02010	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	-	ABC_tran
PNCPOJEN_01763	334390.LAF_1488	1.45e-80	239.0	COG0203@1|root,COG0203@2|Bacteria,1V6JQ@1239|Firmicutes,4HGX2@91061|Bacilli,3F6GJ@33958|Lactobacillaceae	91061|Bacilli	J	Ribosomal protein L17	rplQ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02879	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L17
