accession,full_header,dist_HvCHS2,dist_CpCHS1,dist_PmSPS1,dist_PhCHS,dist_MsCHS,caffeoyl_anchor_min_dist,pcoumaroyl_anchor_min_dist,differential_score,triad_intact,residue_tier,organism,protein_name
A0A1Y2LMQ8,tr|A0A1Y2LMQ8|A0A1Y2LMQ8_EPING,4.5678,4.9064,4.7513,4.6393,4.7083,4.5678,4.6393,-0.0715,True,A_HvCHS2_pattern(I265),Epicoccum nigrum,Chalcone synthase
A0A163JPU8,tr|A0A163JPU8|A0A163JPU8_DIDRA,4.3565,4.6951,4.54,4.428,4.497,4.3565,4.428,-0.0715,True,A_HvCHS2_pattern(I265),Didymella rabiei,Transferase
A0A8H7JCU5,tr|A0A8H7JCU5|A0A8H7JCU5_9PLEO,4.3399,4.6784,4.5233,4.4113,4.4804,4.3399,4.4113,-0.0715,True,A_HvCHS2_pattern(I265),Ascochyta lentis,Thiolase-like protein
A0A9P4WW23,tr|A0A9P4WW23|A0A9P4WW23_9PLEO,4.3688,4.7074,4.5523,4.4403,4.5093,4.3688,4.4403,-0.0715,True,A_HvCHS2_pattern(I265),Didymella heteroderae,T3pks
A0A9W9D9I5,tr|A0A9W9D9I5|A0A9W9D9I5_9PLEO,4.3837,4.7222,4.5672,4.4552,4.5242,4.3837,4.4552,-0.0715,True,A_HvCHS2_pattern(I265),Didymella pomorum,Thiolase-like protein
A0A6A5S0B4,tr|A0A6A5S0B4|A0A6A5S0B4_9PLEO,4.4112,4.7497,4.5947,4.4827,4.5517,4.4112,4.4827,-0.0715,True,A_HvCHS2_pattern(I265),Didymella exigua CBS 183.55,Thiolase-like protein
A0ACB6SHW3,tr|A0ACB6SHW3|A0ACB6SHW3_9PLEO,4.2933,4.6318,4.4767,4.3647,4.4338,4.2933,4.3647,-0.0715,True,A_HvCHS2_pattern(I265),Macroventuria anomochaeta,Thiolase-like protein
A0A8K0QS34,tr|A0A8K0QS34|A0A8K0QS34_9PLEO,4.4822,4.8208,4.6657,4.5537,4.6227,4.4822,4.5537,-0.0715,True,B_aliphatic_gatekeeper,Paraphoma chrysanthemicola,Thiolase-like protein
A0A9P4GV80,tr|A0A9P4GV80|A0A9P4GV80_9PLEO,4.4241,4.7627,4.6076,4.4956,4.5646,4.4241,4.4956,-0.0715,True,B_aliphatic_gatekeeper,Setomelanomma holmii,Thiolase-like protein
A0A6A5QT49,tr|A0A6A5QT49|A0A6A5QT49_AMPQU,4.4866,4.8251,4.6701,4.5581,4.6271,4.4866,4.5581,-0.0715,True,C_other,Ampelomyces quisqualis,Thiolase-like protein
A0A7U2FK72,tr|A0A7U2FK72|A0A7U2FK72_PHANO,4.4136,4.7522,4.5971,4.4851,4.5542,4.4136,4.4851,-0.0715,True,A_HvCHS2_pattern(I265),Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173),Uncharacterized protein
A0A6A7A0P0,tr|A0A6A7A0P0|A0A6A7A0P0_9PLEO,4.4957,4.8343,4.6792,4.5672,4.6362,4.4957,4.5672,-0.0715,True,C_other,Ophiobolus disseminans,Thiolase-like protein
A0A177DPN1,tr|A0A177DPN1|A0A177DPN1_ALTAL,4.5407,4.8793,4.7242,4.6122,4.6812,4.5407,4.6122,-0.0715,True,A_HvCHS2_pattern(I265),Alternaria alternata,Polyketide synthase PksE
A0AAD4FEN3,tr|A0AAD4FEN3|A0AAD4FEN3_9PLEO,4.4565,4.7951,4.64,4.528,4.597,4.4565,4.528,-0.0715,True,A_HvCHS2_pattern(I265),Alternaria panax,Uncharacterized protein
A0A2W1FIY5,tr|A0A2W1FIY5|A0A2W1FIY5_9PLEO,4.4571,4.7957,4.6406,4.5286,4.5976,4.4571,4.5286,-0.0715,True,A_HvCHS2_pattern(I265),Pyrenophora tritici-repentis,Polyketide synthase PksE
E3RK22,tr|E3RK22|E3RK22_PYRTT,4.4258,4.7643,4.6093,4.4973,4.5663,4.4258,4.4973,-0.0715,True,A_HvCHS2_pattern(I265),Pyrenophora teres f. teres (strain 0-1),Uncharacterized protein
R0KEQ2,tr|R0KEQ2|R0KEQ2_EXST2,4.6217,4.9603,4.8052,4.6932,4.7623,4.6217,4.6932,-0.0715,True,A_HvCHS2_pattern(I265),Exserohilum turcicum (strain 28A),Thiolase-like protein
M2SAW8,tr|M2SAW8|M2SAW8_COCSN,4.6253,4.9638,4.8087,4.6967,4.7658,4.6253,4.6967,-0.0715,True,A_HvCHS2_pattern(I265),Cochliobolus sativus (strain ND90Pr / ATCC 201652),Thiolase-like protein
W6Y3L6,tr|W6Y3L6|W6Y3L6_COCC2,4.6526,4.9912,4.8361,4.7241,4.7932,4.6526,4.7241,-0.0715,True,A_HvCHS2_pattern(I265),Cochliobolus carbonum (strain 26-R-13),Chalcone synthase
W6ZSR3,tr|W6ZSR3|W6ZSR3_COCMI,4.6735,5.012,4.8569,4.7449,4.814,4.6735,4.7449,-0.0715,True,A_HvCHS2_pattern(I265),Bipolaris oryzae ATCC 44560,Thiolase-like protein
M2UG08,tr|M2UG08|M2UG08_COCH5,4.6376,4.9762,4.8211,4.7091,4.7781,4.6376,4.7091,-0.0715,True,A_HvCHS2_pattern(I265),Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O),Thiolase-like protein
A0A6A7B7G1,tr|A0A6A7B7G1|A0A6A7B7G1_9PLEO,4.395,4.7336,4.5785,4.4665,4.5355,4.395,4.4665,-0.0715,True,A_HvCHS2_pattern(I265),Plenodomus tracheiphilus IPT5,Thiolase-like protein
E4ZW99,tr|E4ZW99|E4ZW99_LEPMJ,4.4643,4.8029,4.6478,4.5358,4.6048,4.4643,4.5358,-0.0715,True,A_HvCHS2_pattern(I265),Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8),Similar to chalcone synthase
A0A6A6X0U9,tr|A0A6A6X0U9|A0A6A6X0U9_9PLEO,3.8117,4.1502,3.9951,3.8831,3.9522,3.8117,3.8831,-0.0715,True,B_aliphatic_gatekeeper,Melanomma pulvis-pyrius CBS 109.77,Chalcone synthase B
A0A9P4UVY1,tr|A0A9P4UVY1|A0A9P4UVY1_9PLEO,3.8572,4.1958,4.0407,3.9287,3.9977,3.8572,3.9287,-0.0715,False,D_broken_triad,Polyplosphaeria fusca,Thiolase-like protein
A0A6A5YEE4,tr|A0A6A5YEE4|A0A6A5YEE4_9PLEO,4.0056,4.3442,4.1891,4.0771,4.1461,4.0056,4.0771,-0.0715,True,B_aliphatic_gatekeeper,Lophiotrema nucula,Chalcone synthase B (Fragment)
C4JSL0,tr|C4JSL0|C4JSL0_UNCRE,3.788,4.1266,3.9715,3.8595,3.9285,3.788,3.8595,-0.0715,True,B_aliphatic_gatekeeper,Uncinocarpus reesii (strain UAMH 1704),Chalcone synthase
J3KJU3,tr|J3KJU3|J3KJU3_COCIM,3.7662,4.1047,3.9496,3.8376,3.9067,3.7662,3.8376,-0.0715,True,B_aliphatic_gatekeeper,Coccidioides immitis (strain RS),Chalcone synthase
A0A2B7WIN8,tr|A0A2B7WIN8|A0A2B7WIN8_9EURO,3.4646,3.8032,3.6481,3.5361,3.6051,3.4646,3.5361,-0.0715,True,B_aliphatic_gatekeeper,Helicocarpus griseus UAMH5409,Chalcone synthase
A0A4V3UMX3,tr|A0A4V3UMX3|A0A4V3UMX3_9EURO,3.4955,3.834,3.679,3.567,3.636,3.4955,3.567,-0.0715,True,B_aliphatic_gatekeeper,Aspergillus tanneri,Type III Polyketide synthases (Type III PKS)
A0A0N1HGD1,tr|A0A0N1HGD1|A0A0N1HGD1_9EURO,3.3071,3.6457,3.4906,3.3786,3.4476,3.3071,3.3786,-0.0715,True,B_aliphatic_gatekeeper,Cyphellophora attinorum,Chalcone synthase J
W2S6L9,tr|W2S6L9|W2S6L9_CYPE1,3.2449,3.5834,3.4283,3.3163,3.3854,3.2449,3.3163,-0.0715,True,B_aliphatic_gatekeeper,Cyphellophora europaea (strain CBS 101466),Chalcone synthase
A0ACC3AEV6,tr|A0ACC3AEV6|A0ACC3AEV6_9EURO,3.2502,3.5887,3.4336,3.3216,3.3907,3.2502,3.3216,-0.0715,True,B_aliphatic_gatekeeper,Neophaeococcomyces mojaviensis,Uncharacterized protein
A0AAN7T340,tr|A0AAN7T340|A0AAN7T340_9EURO,3.2589,3.5975,3.4424,3.3304,3.3995,3.2589,3.3304,-0.0715,True,B_aliphatic_gatekeeper,Lithohypha guttulata,Chalcone synthase
A0AAN8EAZ5,tr|A0AAN8EAZ5|A0AAN8EAZ5_9EURO,3.3025,3.6411,3.486,3.374,3.4431,3.3025,3.374,-0.0715,True,B_aliphatic_gatekeeper,Knufia fluminis,Chalcone synthase
A0ABR0JYW4,tr|A0ABR0JYW4|A0ABR0JYW4_9EURO,3.2736,3.6121,3.457,3.345,3.4141,3.2736,3.345,-0.0715,True,B_aliphatic_gatekeeper,Lithohypha guttulata,Chalcone synthase
A0AAN6E693,tr|A0AAN6E693|A0AAN6E693_9EURO,3.2257,3.5643,3.4092,3.2972,3.3662,3.2257,3.2972,-0.0715,True,B_aliphatic_gatekeeper,Exophiala viscosa,Chalcone synthase
A0A0D2BWQ8,tr|A0A0D2BWQ8|A0A0D2BWQ8_9EURO,3.1926,3.5312,3.3761,3.2641,3.3332,3.1926,3.2641,-0.0715,True,B_aliphatic_gatekeeper,Cladophialophora immunda,Chalcone synthase
A0A0D2G0G6,tr|A0A0D2G0G6|A0A0D2G0G6_9EURO,3.2235,3.562,3.4069,3.2949,3.364,3.2235,3.2949,-0.0715,True,B_aliphatic_gatekeeper,Phialophora macrospora,Chalcone synthase
A0AA39CQ38,tr|A0AA39CQ38|A0AA39CQ38_9EURO,3.2818,3.6204,3.4653,3.3533,3.4223,3.2818,3.3533,-0.0715,True,B_aliphatic_gatekeeper,Cladophialophora chaetospira,Chalcone synthase
A0A0D2GWU2,tr|A0A0D2GWU2|A0A0D2GWU2_9EURO,3.2006,3.5392,3.3841,3.2721,3.3411,3.2006,3.2721,-0.0715,True,B_aliphatic_gatekeeper,Rhinocladiella mackenziei CBS 650.93,Chalcone synthase
W9Y2I5,tr|W9Y2I5|W9Y2I5_9EURO,3.2141,3.5527,3.3976,3.2856,3.3546,3.2141,3.2856,-0.0715,True,B_aliphatic_gatekeeper,Capronia epimyces CBS 606.96,Chalcone synthase
H6C6Q8,tr|H6C6Q8|H6C6Q8_EXODN,3.2188,3.5573,3.4022,3.2902,3.3593,3.2188,3.2902,-0.0715,True,B_aliphatic_gatekeeper,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656),Chalcone synthase
W9Y6Q1,tr|W9Y6Q1|W9Y6Q1_9EURO,3.2186,3.5571,3.402,3.29,3.3591,3.2186,3.29,-0.0715,True,B_aliphatic_gatekeeper,Capronia coronata CBS 617.96,Chalcone synthase
A0A0D2D1A3,tr|A0A0D2D1A3|A0A0D2D1A3_9EURO,3.2054,3.5439,3.3888,3.2768,3.3459,3.2054,3.2768,-0.0715,True,B_aliphatic_gatekeeper,Exophiala xenobiotica,Chalcone synthase
A0A0D2C9T2,tr|A0A0D2C9T2|A0A0D2C9T2_9EURO,3.2324,3.571,3.4159,3.3039,3.373,3.2324,3.3039,-0.0715,True,B_aliphatic_gatekeeper,Exophiala spinifera,Chalcone synthase
A0A0D2CEC4,tr|A0A0D2CEC4|A0A0D2CEC4_9EURO,3.2671,3.6056,3.4505,3.3385,3.4076,3.2671,3.3385,-0.0715,True,B_aliphatic_gatekeeper,Exophiala oligosperma,Chalcone synthase
A0A072PJP8,tr|A0A072PJP8|A0A072PJP8_9EURO,3.1806,3.5192,3.3641,3.2521,3.3211,3.1806,3.2521,-0.0715,True,B_aliphatic_gatekeeper,Exophiala aquamarina CBS 119918,Chalcone synthase
A0AAV9N652,tr|A0AAV9N652|A0AAV9N652_9EURO,3.2566,3.5951,3.44,3.328,3.3971,3.2566,3.328,-0.0715,True,B_aliphatic_gatekeeper,Exophiala bonariae,Chalcone synthase
A0A0D1WL63,tr|A0A0D1WL63|A0A0D1WL63_EXOME,3.285,3.6236,3.4685,3.3565,3.4255,3.285,3.3565,-0.0715,True,B_aliphatic_gatekeeper,Exophiala mesophila,Chalcone synthase
A0A8H7A8E3,tr|A0A8H7A8E3|A0A8H7A8E3_9EURO,3.1846,3.5232,3.3681,3.2561,3.3251,3.1846,3.2561,-0.0715,True,B_aliphatic_gatekeeper,Endocarpon pusillum,Chalcone synthase
A0A8H3ETM5,tr|A0A8H3ETM5|A0A8H3ETM5_9LECA,3.188,3.5266,3.3715,3.2595,3.3285,3.188,3.2595,-0.0715,True,B_aliphatic_gatekeeper,Alectoria fallacina,Chalcone synthase
A0A8H3F2X0,tr|A0A8H3F2X0|A0A8H3F2X0_9LECA,3.2248,3.5634,3.4083,3.2963,3.3653,3.2248,3.2963,-0.0715,True,B_aliphatic_gatekeeper,Imshaugia aleurites,Chalcone synthase
A0A8H6FE65,tr|A0A8H6FE65|A0A8H6FE65_9LECA,3.2179,3.5565,3.4014,3.2894,3.3584,3.2179,3.2894,-0.0715,True,B_aliphatic_gatekeeper,Letharia lupina,Uncharacterized protein
A0AA39R1E1,tr|A0AA39R1E1|A0AA39R1E1_9LECA,3.1714,3.51,3.3549,3.2429,3.3119,3.1714,3.2429,-0.0715,True,B_aliphatic_gatekeeper,Cladonia borealis,Chalcone synthase
A0AAD9ZFM4,tr|A0AAD9ZFM4|A0AAD9ZFM4_9LECA,3.164,3.5026,3.3475,3.2355,3.3045,3.164,3.2355,-0.0715,True,B_aliphatic_gatekeeper,Lepraria neglecta,Chalcone synthase
A0ABR4AQW7,tr|A0ABR4AQW7|A0ABR4AQW7_9LECA,3.2024,3.541,3.3859,3.2739,3.343,3.2024,3.2739,-0.0715,True,B_aliphatic_gatekeeper,Stereocaulon virgatum,Chalcone synthase
A0A1W5D8W5,tr|A0A1W5D8W5|A0A1W5D8W5_9LECA,3.1538,3.4923,3.3372,3.2252,3.2943,3.1538,3.2252,-0.0715,True,B_aliphatic_gatekeeper,Lasallia pustulata,Chalcone synthase
A0A8H3EVP5,tr|A0A8H3EVP5|A0A8H3EVP5_9LECA,3.1567,3.4953,3.3402,3.2282,3.2972,3.1567,3.2282,-0.0715,True,B_aliphatic_gatekeeper,Heterodermia speciosa,Chalcone synthase
A0AA43QLY7,tr|A0AA43QLY7|A0AA43QLY7_9LECA,3.161,3.4995,3.3444,3.2324,3.3015,3.161,3.2324,-0.0715,True,B_aliphatic_gatekeeper,Ramalina farinacea,Chalcone synthase
A0A6A6CEL4,tr|A0A6A6CEL4|A0A6A6CEL4_ZASCE,3.8272,4.1658,4.0107,3.8987,3.9677,3.8272,3.8987,-0.0715,True,B_aliphatic_gatekeeper,Zasmidium cellare ATCC 36951,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A8H3INC4,tr|A0A8H3INC4|A0A8H3INC4_9LECA,3.3458,3.6843,3.5292,3.4172,3.4863,3.3458,3.4172,-0.0715,True,B_aliphatic_gatekeeper,Gomphillus americanus,Chalcone synthase
A0A1B8GPR4,tr|A0A1B8GPR4|A0A1B8GPR4_9PEZI,3.2223,3.5608,3.4057,3.2937,3.3628,3.2223,3.2937,-0.0715,True,B_aliphatic_gatekeeper,Pseudogymnoascus verrucosus,Type III Polyketide synthases (Type III PKS)
A0A168CIL4,tr|A0A168CIL4|A0A168CIL4_9HYPO,3.218,3.5565,3.4014,3.2894,3.3585,3.218,3.2894,-0.0715,True,B_aliphatic_gatekeeper,Moelleriella libera RCEF 2490,A chain a type 3 polyketide synthase pksiiinc from
A0A9X9MH45,tr|A0A9X9MH45|A0A9X9MH45_BLUGR,3.4652,3.8038,3.6487,3.5367,3.6057,3.4652,3.5367,-0.0715,True,B_aliphatic_gatekeeper,Blumeria graminis f. sp. tritici,Bgt-4974
N1J930,tr|N1J930|N1J930_BLUG1,3.4615,3.8,3.6449,3.5329,3.602,3.4615,3.5329,-0.0715,True,B_aliphatic_gatekeeper,Blumeria graminis f. sp. hordei (strain DH14),Polyketide Synthase
A0A420IPA2,tr|A0A420IPA2|A0A420IPA2_9PEZI,3.5782,3.9168,3.7617,3.6497,3.7188,3.5782,3.6497,-0.0715,True,B_aliphatic_gatekeeper,Golovinomyces cichoracearum,Chalcone synthase 2
A0A0B1PAA6,tr|A0A0B1PAA6|A0A0B1PAA6_ERYNE,3.5195,3.858,3.703,3.591,3.66,3.5195,3.591,-0.0715,True,B_aliphatic_gatekeeper,Erysiphe necator,Putative chalcone synthase c protein
A0A2S4PKR4,tr|A0A2S4PKR4|A0A2S4PKR4_9PEZI,3.5141,3.8527,3.6976,3.5856,3.6546,3.5141,3.5856,-0.0715,True,B_aliphatic_gatekeeper,Erysiphe pulchra,Thiolase-like protein (Fragment)
A0A420HA84,tr|A0A420HA84|A0A420HA84_9PEZI,3.5337,3.8723,3.7172,3.6052,3.6742,3.5337,3.6052,-0.0715,True,B_aliphatic_gatekeeper,Erysiphe neolycopersici,Chalcone synthase A
A0A9P7Z1D1,tr|A0A9P7Z1D1|A0A9P7Z1D1_9HELO,3.2728,3.6113,3.4563,3.3443,3.4133,3.2728,3.3443,-0.0715,True,B_aliphatic_gatekeeper,Calycina marina,Thiolase-like protein
A0A3E2H9W8,tr|A0A3E2H9W8|A0A3E2H9W8_SCYLI,3.3797,3.7183,3.5632,3.4512,3.5203,3.3797,3.4512,-0.0715,True,B_aliphatic_gatekeeper,Scytalidium lignicola,Chalcone synthase (Fragment)
A0A4Z1KSR7,tr|A0A4Z1KSR7|A0A4Z1KSR7_9HELO,3.4017,3.7402,3.5852,3.4732,3.5422,3.4017,3.4732,-0.0715,True,B_aliphatic_gatekeeper,Botrytis porri,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A4Z1IYL3,tr|A0A4Z1IYL3|A0A4Z1IYL3_9HELO,3.4111,3.7496,3.5945,3.4825,3.5516,3.4111,3.4825,-0.0715,True,B_aliphatic_gatekeeper,Botryotinia narcissicola,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A4S8R6B1,tr|A0A4S8R6B1|A0A4S8R6B1_9HELO,3.3873,3.7259,3.5708,3.4588,3.5278,3.3873,3.4588,-0.0715,True,B_aliphatic_gatekeeper,Botrytis galanthina,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A384K0M6,tr|A0A384K0M6|A0A384K0M6_BOTFB,3.4064,3.7449,3.5898,3.4778,3.5469,3.4064,3.4778,-0.0715,True,B_aliphatic_gatekeeper,Botrytis cinerea (strain B05.10),Bcchs1
A0A4Y8D9M4,tr|A0A4Y8D9M4|A0A4Y8D9M4_9HELO,3.4255,3.764,3.6089,3.4969,3.566,3.4255,3.4969,-0.0715,True,B_aliphatic_gatekeeper,Botryotinia calthae,Thiolase-like protein
A0A4Z1HBG3,tr|A0A4Z1HBG3|A0A4Z1HBG3_9HELO,3.3818,3.7204,3.5653,3.4533,3.5223,3.3818,3.4533,-0.0715,True,B_aliphatic_gatekeeper,Botryotinia convoluta,Thiolase-like protein
A0A8A3PMK3,tr|A0A8A3PMK3|A0A8A3PMK3_9HELO,3.4469,3.7855,3.6304,3.5184,3.5874,3.4469,3.5184,-0.0715,True,B_aliphatic_gatekeeper,Monilinia vaccinii-corymbosi,Thiolase-like protein
A0A5M9JCJ9,tr|A0A5M9JCJ9|A0A5M9JCJ9_MONFR,3.427,3.7656,3.6105,3.4985,3.5675,3.427,3.4985,-0.0715,True,B_aliphatic_gatekeeper,Monilinia fructicola,Uncharacterized protein
A0A5N6JXT8,tr|A0A5N6JXT8|A0A5N6JXT8_MONLA,3.4345,3.773,3.6179,3.5059,3.575,3.4345,3.5059,-0.0715,True,B_aliphatic_gatekeeper,Monilinia laxa,Chalcone/stilbene synthase N-terminal domain-containing protein
W9CHY2,tr|W9CHY2|W9CHY2_SCLBF,3.421,3.7596,3.6045,3.4925,3.5615,3.421,3.4925,-0.0715,True,B_aliphatic_gatekeeper,Sclerotinia borealis (strain F-4128),Thiolase-like protein
A7EAK6,tr|A7EAK6|A7EAK6_SCLS1,3.4342,3.7727,3.6176,3.5056,3.5747,3.4342,3.5056,-0.0715,True,B_aliphatic_gatekeeper,Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1),Thiolase-like protein
A0A3D8RMV4,tr|A0A3D8RMV4|A0A3D8RMV4_9HELO,3.3299,3.6685,3.5134,3.4014,3.4704,3.3299,3.4014,-0.0715,True,B_aliphatic_gatekeeper,Coleophoma cylindrospora,Thiolase-like protein
A0ABR4PEQ7,tr|A0ABR4PEQ7|A0ABR4PEQ7_9HELO,3.3154,3.6539,3.4988,3.3868,3.4559,3.3154,3.3868,-0.0715,True,B_aliphatic_gatekeeper,Phlyctema vagabunda,Stilbene synthase 2
A0A194WWD4,tr|A0A194WWD4|A0A194WWD4_MOLSC,3.2348,3.5734,3.4183,3.3063,3.3753,3.2348,3.3063,-0.0715,True,B_aliphatic_gatekeeper,Mollisia scopiformis,Thiolase-like protein
A0A1L7WHI9,tr|A0A1L7WHI9|A0A1L7WHI9_9HELO,3.2427,3.5812,3.4262,3.3142,3.3832,3.2427,3.3142,-0.0715,True,B_aliphatic_gatekeeper,Phialocephala subalpina,Related to stilbene synthase 2
A0A2J6PXT4,tr|A0A2J6PXT4|A0A2J6PXT4_9HELO,3.272,3.6106,3.4555,3.3435,3.4126,3.272,3.3435,-0.0715,True,B_aliphatic_gatekeeper,Hyaloscypha hepaticicola,Thiolase-like protein
A0A2J6RAQ7,tr|A0A2J6RAQ7|A0A2J6RAQ7_HYAVF,3.3555,3.6941,3.539,3.427,3.4961,3.3555,3.427,-0.0715,True,B_aliphatic_gatekeeper,Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F),Thiolase-like protein
A0A2J6TQX3,tr|A0A2J6TQX3|A0A2J6TQX3_9HELO,3.2629,3.6014,3.4464,3.3344,3.4034,3.2629,3.3344,-0.0715,True,B_aliphatic_gatekeeper,Hyaloscypha bicolor E,Thiolase-like protein
A0A9P6VPD5,tr|A0A9P6VPD5|A0A9P6VPD5_9HELO,3.3347,3.6732,3.5181,3.4061,3.4752,3.3347,3.4061,-0.0715,True,B_aliphatic_gatekeeper,Hyphodiscus hymeniophilus,Thiolase like protein
A0A8H7TDR2,tr|A0A8H7TDR2|A0A8H7TDR2_9HELO,3.2537,3.5922,3.4372,3.3252,3.3942,3.2537,3.3252,-0.0715,True,B_aliphatic_gatekeeper,Cadophora malorum,Thiolase-like protein
A0A1E1K3U6,tr|A0A1E1K3U6|A0A1E1K3U6_9HELO,3.2982,3.6367,3.4816,3.3696,3.4387,3.2982,3.3696,-0.0715,True,B_aliphatic_gatekeeper,Rhynchosporium agropyri,Related to stilbene synthase 2
A0ABR4CHZ2,tr|A0ABR4CHZ2|A0ABR4CHZ2_9HELO,3.282,3.6206,3.4655,3.3535,3.4225,3.282,3.3535,-0.0715,True,B_aliphatic_gatekeeper,Oculimacula yallundae,Uncharacterized protein
A0A218ZF58,tr|A0A218ZF58|A0A218ZF58_9HELO,3.3127,3.6513,3.4962,3.3842,3.4532,3.3127,3.3842,-0.0715,True,B_aliphatic_gatekeeper,Diplocarpon coronariae,"BcCHS1, chalcone synthase"
A0AAD9SYD1,tr|A0AAD9SYD1|A0AAD9SYD1_9HELO,3.3644,3.703,3.5479,3.4359,3.505,3.3644,3.4359,-0.0715,True,B_aliphatic_gatekeeper,Diplocarpon rosae,Uncharacterized protein
A0A370TNA4,tr|A0A370TNA4|A0A370TNA4_9HELO,3.3498,3.6884,3.5333,3.4213,3.4903,3.3498,3.4213,-0.0715,True,B_aliphatic_gatekeeper,Venustampulla echinocandica,Thiolase-like protein
A0A8T9CL66,tr|A0A8T9CL66|A0A8T9CL66_9HELO,3.3483,3.6869,3.5318,3.4198,3.4888,3.3483,3.4198,-0.0715,True,B_aliphatic_gatekeeper,Lachnellula suecica,Putative polyketide synthase
A0A8H8RIC5,tr|A0A8H8RIC5|A0A8H8RIC5_9HELO,3.3919,3.7304,3.5754,3.4634,3.5324,3.3919,3.4634,-0.0715,True,B_aliphatic_gatekeeper,Lachnellula occidentalis,Putative polyketide synthase
A0A559M4F6,tr|A0A559M4F6|A0A559M4F6_9HELO,3.4148,3.7534,3.5983,3.4863,3.5553,3.4148,3.4863,-0.0715,True,B_aliphatic_gatekeeper,Lachnellula willkommii,Putative polyketide synthase
A0A8H8U224,tr|A0A8H8U224|A0A8H8U224_9HELO,3.3922,3.7308,3.5757,3.4637,3.5327,3.3922,3.4637,-0.0715,True,B_aliphatic_gatekeeper,Lachnellula hyalina,Putative polyketide synthase
A0A9N9LRE5,tr|A0A9N9LRE5|A0A9N9LRE5_9HELO,3.4037,3.7422,3.5872,3.4752,3.5442,3.4037,3.4752,-0.0715,True,B_aliphatic_gatekeeper,Hymenoscyphus albidus,Thiolase-like protein
A0A9P7YD03,tr|A0A9P7YD03|A0A9P7YD03_9HELO,3.3863,3.7249,3.5698,3.4578,3.5268,3.3863,3.4578,-0.0715,True,B_aliphatic_gatekeeper,Amylocarpus encephaloides,Thiolase-like protein
S3CGA1,tr|S3CGA1|S3CGA1_GLAL2,3.3914,3.73,3.5749,3.4629,3.5319,3.3914,3.4629,-0.0715,True,B_aliphatic_gatekeeper,Glarea lozoyensis (strain ATCC 20868 / MF5171),Thiolase-like protein
A0A8H4RNA6,tr|A0A8H4RNA6|A0A8H4RNA6_9HELO,3.3278,3.6664,3.5113,3.3993,3.4684,3.3278,3.3993,-0.0715,True,B_aliphatic_gatekeeper,Cudoniella acicularis,Thiolase-like protein
A0A2T3B5Z1,tr|A0A2T3B5Z1|A0A2T3B5Z1_AMORE,3.3588,3.6974,3.5423,3.4303,3.4993,3.3588,3.4303,-0.0715,True,B_aliphatic_gatekeeper,Amorphotheca resinae ATCC 22711,Uncharacterized protein
A0A507AYB9,tr|A0A507AYB9|A0A507AYB9_9PEZI,3.7201,4.0587,3.9036,3.7916,3.8606,3.7201,3.7916,-0.0715,True,B_aliphatic_gatekeeper,Thyridium curvatum,Chalcone synthase
A0ABR3VLV2,tr|A0ABR3VLV2|A0ABR3VLV2_HUMIN,3.4296,3.7682,3.6131,3.5011,3.5701,3.4296,3.5011,-0.0715,False,D_broken_triad,Humicola insolens,Chalcone/stilbene synthase N-terminal domain-containing protein
A0A8H4LED7,tr|A0A8H4LED7|A0A8H4LED7_9HYPO,3.4629,3.8015,3.6464,3.5344,3.6034,3.4629,3.5344,-0.0715,True,B_aliphatic_gatekeeper,Fusarium albosuccineum,Chalcone and stilbene synthase domain-containing
A0ACC1T004,tr|A0ACC1T004|A0ACC1T004_9HYPO,3.4461,3.7847,3.6296,3.5176,3.5866,3.4461,3.5176,-0.0715,True,B_aliphatic_gatekeeper,Fusarium decemcellulare,Uncharacterized protein
A0AA39G8Y3,tr|A0AA39G8Y3|A0AA39G8Y3_SARSR,3.3094,3.648,3.4929,3.3809,3.4499,3.3094,3.3809,-0.0715,True,B_aliphatic_gatekeeper,Sarocladium strictum,Uncharacterized protein
A0A0F4ZKS6,tr|A0A0F4ZKS6|A0A0F4ZKS6_9PEZI,3.5391,3.8776,3.7226,3.6106,3.6796,3.5391,3.6106,-0.0715,True,B_aliphatic_gatekeeper,Thielaviopsis punctulata,Chalcone synthase
A0A2C5WIX6,tr|A0A2C5WIX6|A0A2C5WIX6_9PEZI,3.5434,3.882,3.7269,3.6149,3.6839,3.5434,3.6149,-0.0715,True,B_aliphatic_gatekeeper,Ceratocystis fimbriata CBS 114723,Type III polyketide synthase B
A0ABR1SUD7,tr|A0ABR1SUD7|A0ABR1SUD7_9PEZI,3.3684,3.707,3.5519,3.4399,3.5089,3.3684,3.4399,-0.0715,True,B_aliphatic_gatekeeper,Apiospora phragmitis,Type III polyketide synthase
