	AP008937.1	AP017973.1	AP017974.1	AP024320.1	CP002033.1	CP005958.1	CP011536.1	CP016803.1	CP017151.1	CP019030.1	CP021104.1	CP021790.1	CP021964.1	CP031195.1	CP033371.1	CP034099.1	CP034193.1	CP035054.1	CP035055.1	CP044354.1	CP045034.1	CP047584.1	CP047585.1	CP050919.1	CP053312.1	CP053314.1	CP065522.1	CP067088.1	CP070858.1	CP070935.1	CP070948.1	CP070999.1	CP071000.1	CP071001.1	CP076082.1	CP076446.1	CP082359.1	CP089305.1	CP094655.1	CP095385.1	CP100352.1	CP101688.1	CP102532.1	CP102714.1	CP103293.1	CP103400.1	CP110798.1	CP116617.1	CP116618.1	CP116755.1	CP117933.1	CP118092.1	CP119406.1	CP119425.1	CP120668.1	CP121468.1	CP124737.1	CP127401.1	CP128169.1	CP131058.1	CP132481.1	CP132541.1	CP136242.1	CP139052.1	CP139637.1	CP141807.1	CP145309.1	CP157198.1	CP157592.1	CP157980.1	CP158463.1	CP160833.1	CP165726.1	CP170189.1	CP171795.1	CP172330.1	CP176633.1	CP184765.1	CP188318.1	CP193773.1	CP197007.1	CP199922.1	NZ_AP024320.1	NZ_CP011536.1	NZ_CP016803.1	NZ_CP017151.1	NZ_CP019030.1	NZ_CP021104.1	NZ_CP021790.1	NZ_CP021964.1	NZ_CP031195.1	NZ_CP034099.1	NZ_CP034193.1	NZ_CP035054.1	NZ_CP035055.1	NZ_CP044354.1	NZ_CP045034.1	NZ_CP047584.1	NZ_CP047585.1	NZ_CP050919.1	NZ_CP053312.1	NZ_CP053314.1	NZ_CP065522.1	NZ_CP067088.1	NZ_CP070858.1	NZ_CP070935.1	NZ_CP070948.1	NZ_CP070999.1	NZ_CP071000.1	NZ_CP071001.1	NZ_CP076082.1	NZ_CP076446.1	NZ_CP082359.1	NZ_CP089305.1	NZ_CP094655.1	NZ_CP095385.1	NZ_CP100352.1	NZ_CP101688.1	NZ_CP102532.1	NZ_CP102714.1	NZ_CP103293.1	NZ_CP103400.1	NZ_CP110798.1	NZ_CP116617.1	NZ_CP116618.1	NZ_CP116755.1	NZ_CP117933.1	NZ_CP118092.1	NZ_CP119406.1	NZ_CP119425.1	NZ_CP120668.1	NZ_CP121468.1	NZ_CP124737.1	NZ_CP127401.1	NZ_CP128169.1	NZ_CP131058.1	NZ_CP132481.1	NZ_CP132541.1	NZ_CP136242.1	NZ_CP139052.1	NZ_CP139637.1	NZ_CP141807.1	NZ_CP145309.1	NZ_CP157198.1	NZ_CP157592.1	NZ_CP157980.1	NZ_CP158463.1	NZ_CP160833.1	NZ_CP165726.1	NZ_CP171795.1	NZ_CP176633.1	NZ_CP184765.1	NZ_CP188318.1	NZ_CP193773.1	NZ_CP199922.1
CP021104.1	98.605789	97.87825	86.302101	98.615433	98.688339	98.548569	99.414581	98.629868	98.595016	98.382767	100.0	98.568405	98.648148	98.560074	98.237747	98.613434	98.20488	98.575012	97.424347	99.001366	99.985382	98.468811	97.168671	98.801834	98.043633	97.554298	98.669144	98.834106	99.973816	98.107544	98.616753	99.969925	99.977524	99.975952	98.290703	98.572968	99.232719	98.484558	98.666855	98.706192	98.328728	98.511581	99.982986	97.525612	99.372208	97.473892	98.566063	97.863205	98.443253	98.974373	98.950363	98.924866	97.562378	97.562271	98.544769	97.595093	98.685059	97.554947	97.832809	98.631744	98.934395	98.804367	98.454262	97.896111	98.382645	97.906708	98.613495	98.565384	98.1689	97.55603	98.428375	98.536957	97.536896	98.630524	98.473831	97.505844	98.855026	98.598503	98.785736	97.538887	97.581848	97.530701	98.615433	99.414581	98.629868	98.595016	98.382767	100.0	98.568405	98.648148	98.560074	98.613434	98.20488	98.575012	97.424347	99.001366	99.985382	98.468811	97.168671	98.801834	98.043633	97.554298	98.669144	98.834106	99.973816	98.107544	98.616753	99.969925	99.977524	99.975952	98.290703	98.572968	99.232719	98.484558	98.666855	98.706192	98.328728	98.511581	99.982986	97.525612	99.372208	97.473892	98.566063	97.863205	98.443253	98.974373	98.950363	98.924866	97.562378	97.562271	98.544769	97.595093	98.685059	97.554947	97.832809	98.631744	98.934395	98.804367	98.454262	97.896111	98.382645	97.906708	98.613495	98.565384	98.1689	97.55603	98.428375	98.536957	97.536896	98.473831	98.855026	98.598503	98.785736	97.538887	97.530701
CP021790.1	98.536469	97.903183	83.039566	98.516335	98.455994	98.464325	98.510025	98.801987	98.62439	98.604912	98.568405	100.0	98.534622	98.622963	98.002235	98.356308	97.926819	98.536102	97.4189	98.536301	98.543053	98.475471	97.215378	98.69323	97.940475	97.456459	98.779144	98.622604	98.591377	97.930779	98.597595	98.518829	98.521645	98.492439	98.217064	98.62207	98.546005	98.58255	98.650635	98.62384	98.502342	98.570084	98.488022	97.459137	98.531403	97.454559	98.570229	97.814758	98.38031	98.596359	98.702972	98.547195	97.451164	97.451004	98.424438	97.439346	98.643265	97.450912	97.833908	98.750053	98.718277	98.68074	98.399956	97.949188	98.391983	97.984993	98.561989	98.625313	97.962646	97.49617	98.503853	98.548706	97.501907	98.382492	98.456299	97.511658	98.710159	98.441772	98.690872	97.556198	97.445084	97.493629	98.516335	98.510025	98.801987	98.62439	98.604912	98.568405	100.0	98.534622	98.622963	98.356308	97.926819	98.536102	97.4189	98.536301	98.543053	98.475471	97.215378	98.69323	97.940475	97.456459	98.779144	98.622604	98.591377	97.930779	98.597595	98.518829	98.521645	98.492439	98.217064	98.62207	98.546005	98.58255	98.650635	98.62384	98.502342	98.570084	98.488022	97.459137	98.531403	97.454559	98.570229	97.814758	98.38031	98.596359	98.702972	98.547195	97.451164	97.451004	98.424438	97.439346	98.643265	97.450912	97.833908	98.750053	98.718277	98.68074	98.399956	97.949188	98.391983	97.984993	98.561989	98.625313	97.962646	97.49617	98.503853	98.548706	97.501907	98.456299	98.710159	98.441772	98.690872	97.556198	97.493629
CP021964.1	98.757942	97.877335	87.237961	98.691559	98.623016	98.528511	98.604858	98.788429	98.728592	98.747971	98.648148	98.534622	100.0	99.070938	98.243271	98.437714	98.032288	99.322342	97.42244	98.753815	98.629715	98.71254	97.301231	98.733681	98.030029	97.551392	98.636612	98.756294	98.603607	97.980011	98.830017	98.655563	98.639359	98.575394	98.410629	98.704422	98.723267	98.569504	98.820435	98.845932	98.679832	99.125717	98.632706	97.461754	98.700897	97.554207	98.817276	97.83287	98.345306	98.676834	98.856644	98.637695	97.486221	97.486092	98.579514	97.48996	98.833176	97.499146	97.938644	98.896027	98.783974	98.687149	98.556061	98.0989	98.6185	98.023132	98.6297	98.773705	98.056519	97.501534	98.585075	98.700714	97.567047	98.39473	98.709839	97.544525	98.776855	98.517899	98.66272	97.437805	97.572037	97.550522	98.691559	98.604858	98.788429	98.728592	98.747971	98.648148	98.534622	100.0	99.070938	98.437714	98.032288	99.322342	97.42244	98.753815	98.629715	98.71254	97.301231	98.733681	98.030029	97.551392	98.636612	98.756294	98.603607	97.980011	98.830017	98.655563	98.639359	98.575394	98.410629	98.704422	98.723267	98.569504	98.820435	98.845932	98.679832	99.125717	98.632706	97.461754	98.700897	97.554207	98.817276	97.83287	98.345306	98.676834	98.856644	98.637695	97.486221	97.486092	98.579514	97.48996	98.833176	97.499146	97.938644	98.896027	98.783974	98.687149	98.556061	98.0989	98.6185	98.023132	98.6297	98.773705	98.056519	97.501534	98.585075	98.700714	97.567047	98.709839	98.776855	98.517899	98.66272	97.437805	97.550522
CP031195.1	98.748123	97.78685	85.128036	98.682007	98.654442	98.654007	98.598785	98.654343	98.749184	98.780739	98.560074	98.622963	99.070938	100.0	98.268196	98.452469	98.083694	99.103416	97.615646	98.662468	98.572899	98.552223	97.220779	98.7341	98.071365	97.536835	98.732178	98.682259	98.585648	97.99472	98.766388	98.595177	98.519333	98.607468	98.360428	98.765625	98.577362	98.703384	98.800766	98.982529	98.489037	99.540955	98.584564	97.536339	98.595261	97.510971	98.797745	97.765549	98.304283	98.542953	98.757187	98.672638	97.493118	97.492996	98.652298	97.500145	98.836899	97.501457	97.870422	98.866524	98.822403	98.721588	98.62291	98.051361	98.535431	98.03553	98.706436	98.917786	98.038849	97.485886	98.563454	98.787117	97.567436	98.491669	98.626923	97.543121	98.705612	98.627831	98.728378	97.551071	97.578705	97.589859	98.682007	98.598785	98.654343	98.749184	98.780739	98.560074	98.622963	99.070938	100.0	98.452469	98.083694	99.103416	97.615646	98.662468	98.572899	98.552223	97.220779	98.7341	98.071365	97.536835	98.732178	98.682259	98.585648	97.99472	98.766388	98.595177	98.519333	98.607468	98.360428	98.765625	98.577362	98.703384	98.800766	98.982529	98.489037	99.540955	98.584564	97.536339	98.595261	97.510971	98.797745	97.765549	98.304283	98.542953	98.757187	98.672638	97.493118	97.492996	98.652298	97.500145	98.836899	97.501457	97.870422	98.866524	98.822403	98.721588	98.62291	98.051361	98.535431	98.03553	98.706436	98.917786	98.038849	97.485886	98.563454	98.787117	97.567436	98.626923	98.705612	98.627831	98.728378	97.551071	97.589859
CP033371.1	98.099678	97.528679	82.104431	98.274323	98.223633	98.151619	98.296555	98.232986	98.346909	98.168091	98.237747	98.002235	98.243271	98.268196	100.0	99.940376	97.753975	98.31752	97.24379	98.380386	98.34552	98.183334	96.671646	98.438728	97.481461	97.211838	98.225471	98.498383	98.31868	97.587326	98.369232	98.403633	98.341805	98.320145	97.933502	97.841507	98.527603	98.039459	98.294525	98.392014	98.124939	98.209427	98.322739	97.074432	98.424194	97.052032	98.106003	97.518463	98.056946	98.583092	98.367294	98.429298	97.032394	97.032394	98.215935	97.38562	98.434624	97.029518	97.271713	98.397842	98.424706	98.306938	98.032486	97.640732	98.375031	97.617111	98.079933	98.176041	97.449013	97.281677	98.144363	98.24131	97.195572	99.952026	98.426529	97.095383	98.187424	98.325684	98.283272	97.06881	97.021255	97.096779	98.274323	98.296555	98.232986	98.346909	98.168091	98.237747	98.002235	98.243271	98.268196	99.940376	97.753975	98.31752	97.24379	98.380386	98.34552	98.183334	96.671646	98.438728	97.481461	97.211838	98.225471	98.498383	98.31868	97.587326	98.369232	98.403633	98.341805	98.320145	97.933502	97.841507	98.527603	98.039459	98.294525	98.392014	98.124939	98.209427	98.322739	97.074432	98.424194	97.052032	98.106003	97.518463	98.056946	98.583092	98.367294	98.429298	97.032394	97.032394	98.215935	97.38562	98.434624	97.029518	97.271713	98.397842	98.424706	98.306938	98.032486	97.640732	98.375031	97.617111	98.079933	98.176041	97.449013	97.281677	98.144363	98.24131	97.195572	98.426529	98.187424	98.325684	98.283272	97.06881	97.096779
CP034099.1	98.290527	97.915253	82.976295	98.386154	98.273941	98.283272	98.514481	98.440887	98.502312	98.428574	98.613434	98.356308	98.437714	98.452469	99.940376	100.0	98.014847	98.459396	97.40004	98.497841	98.62178	98.454056	97.05661	98.553528	97.928116	97.535141	98.417763	98.631432	98.608307	97.944809	98.560181	98.621262	98.568893	98.558372	98.190361	98.292656	98.665115	98.282166	98.399033	98.485214	98.3815	98.402252	98.611298	97.504524	98.61351	97.472794	98.421097	97.881912	98.362144	98.598358	98.724968	98.516479	97.46376	97.463715	98.29483	97.574112	98.648682	97.467865	97.679047	98.455231	98.678452	98.583374	98.277069	97.974396	98.537483	97.95079	98.321411	98.425873	97.887947	97.464066	98.299484	98.416817	97.549095	99.981476	98.564774	97.412048	98.504433	98.311981	98.596352	97.458755	97.483307	97.486267	98.386154	98.514481	98.440887	98.502312	98.428574	98.613434	98.356308	98.437714	98.452469	100.0	98.014847	98.459396	97.40004	98.497841	98.62178	98.454056	97.05661	98.553528	97.928116	97.535141	98.417763	98.631432	98.608307	97.944809	98.560181	98.621262	98.568893	98.558372	98.190361	98.292656	98.665115	98.282166	98.399033	98.485214	98.3815	98.402252	98.611298	97.504524	98.61351	97.472794	98.421097	97.881912	98.362144	98.598358	98.724968	98.516479	97.46376	97.463715	98.29483	97.574112	98.648682	97.467865	97.679047	98.455231	98.678452	98.583374	98.277069	97.974396	98.537483	97.95079	98.321411	98.425873	97.887947	97.464066	98.299484	98.416817	97.549095	98.564774	98.504433	98.311981	98.596352	97.458755	97.486267
CP034193.1	98.062103	99.022491	82.301361	98.088799	97.940025	97.972977	98.210556	98.09407	98.099945	98.001747	98.20488	97.926819	98.032288	98.083694	97.753975	98.014847	100.0	98.011307	97.384369	98.068222	98.12088	97.99424	97.091064	98.194473	99.353577	97.306793	98.025398	98.116959	98.16655	99.353485	98.049843	98.120712	98.172394	98.117096	98.106888	98.163643	98.143028	98.016891	98.122498	98.208206	97.915588	98.029938	98.148804	97.360321	98.099991	97.40065	97.965591	98.474731	98.675507	98.137215	98.217178	98.099518	97.329773	97.329636	97.968948	97.223282	98.106171	97.33046	98.8405	97.998726	98.181396	98.080139	97.962341	99.355606	97.914688	99.311066	98.081871	98.029282	99.376564	97.297134	97.971947	97.980553	97.372551	98.01796	97.988708	97.312744	98.145782	97.945267	98.075287	97.339043	97.35582	97.301727	98.088799	98.210556	98.09407	98.099945	98.001747	98.20488	97.926819	98.032288	98.083694	98.014847	100.0	98.011307	97.384369	98.068222	98.12088	97.99424	97.091064	98.194473	99.353577	97.306793	98.025398	98.116959	98.16655	99.353485	98.049843	98.120712	98.172394	98.117096	98.106888	98.163643	98.143028	98.016891	98.122498	98.208206	97.915588	98.029938	98.148804	97.360321	98.099991	97.40065	97.965591	98.474731	98.675507	98.137215	98.217178	98.099518	97.329773	97.329636	97.968948	97.223282	98.106171	97.33046	98.8405	97.998726	98.181396	98.080139	97.962341	99.355606	97.914688	99.311066	98.081871	98.029282	99.376564	97.297134	97.971947	97.980553	97.372551	97.988708	98.145782	97.945267	98.075287	97.339043	97.301727
CP035054.1	98.635269	97.961876	85.69783	98.673553	98.589371	98.614517	98.578735	98.496445	98.736259	98.627625	98.575012	98.536102	99.322342	99.103416	98.31752	98.459396	98.011307	100.0	97.395111	98.594391	98.572205	98.57164	97.197716	98.651367	97.903458	97.4142	98.479103	98.745605	98.561012	98.090103	98.754044	98.631783	98.545944	98.578094	98.415009	98.726776	98.69976	98.501602	98.643082	98.892883	98.520935	99.100151	98.518112	97.490601	98.631165	97.37912	98.687012	97.965714	98.414261	98.598	98.931679	98.508713	97.402214	97.402092	98.651253	97.540771	98.923691	97.394226	97.622643	98.888985	98.835144	98.515137	98.561295	98.11322	98.685188	98.112793	98.61348	98.805313	97.920296	97.502045	98.640289	98.665115	97.370735	98.506882	98.638519	97.375275	98.775673	98.469299	98.538406	97.234711	97.395271	97.371384	98.673553	98.578735	98.496445	98.736259	98.627625	98.575012	98.536102	99.322342	99.103416	98.459396	98.011307	100.0	97.395111	98.594391	98.572205	98.57164	97.197716	98.651367	97.903458	97.4142	98.479103	98.745605	98.561012	98.090103	98.754044	98.631783	98.545944	98.578094	98.415009	98.726776	98.69976	98.501602	98.643082	98.892883	98.520935	99.100151	98.518112	97.490601	98.631165	97.37912	98.687012	97.965714	98.414261	98.598	98.931679	98.508713	97.402214	97.402092	98.651253	97.540771	98.923691	97.394226	97.622643	98.888985	98.835144	98.515137	98.561295	98.11322	98.685188	98.112793	98.61348	98.805313	97.920296	97.502045	98.640289	98.665115	97.370735	98.638519	98.775673	98.469299	98.538406	97.234711	97.371384
CP035055.1	97.525574	97.120575	83.000198	97.40033	97.405701	97.358467	97.392853	97.38623	97.488441	97.442787	97.424347	97.4189	97.42244	97.615646	97.24379	97.40004	97.384369	97.395111	100.0	97.310471	97.414566	97.336105	97.248764	97.296913	97.124954	98.912415	97.305161	97.462372	97.460052	97.254272	97.469223	97.459564	97.473236	97.491196	97.303017	97.45472	97.291496	97.421776	97.532387	97.599808	97.218285	97.517532	97.402649	98.975555	97.538918	99.003525	97.330513	97.170105	97.432053	97.295563	97.608902	97.424355	99.034363	99.034264	97.420395	99.007324	97.597549	99.034042	96.947983	97.447914	97.606018	97.463593	97.327652	97.248032	97.303802	97.255692	97.34919	97.410263	97.222641	98.842911	97.343048	97.362762	99.044243	97.527122	97.455498	98.991798	97.521255	97.393997	97.470901	98.392082	99.019775	99.056534	97.40033	97.392853	97.38623	97.488441	97.442787	97.424347	97.4189	97.42244	97.615646	97.40004	97.384369	97.395111	100.0	97.310471	97.414566	97.336105	97.248764	97.296913	97.124954	98.912415	97.305161	97.462372	97.460052	97.254272	97.469223	97.459564	97.473236	97.491196	97.303017	97.45472	97.291496	97.421776	97.532387	97.599808	97.218285	97.517532	97.402649	98.975555	97.538918	99.003525	97.330513	97.170105	97.432053	97.295563	97.608902	97.424355	99.034363	99.034264	97.420395	99.007324	97.597549	99.034042	96.947983	97.447914	97.606018	97.463593	97.327652	97.248032	97.303802	97.255692	97.34919	97.410263	97.222641	98.842911	97.343048	97.362762	99.044243	97.455498	97.521255	97.393997	97.470901	98.392082	99.056534
CP044354.1	98.527451	97.875183	84.949142	98.570465	98.562668	98.463852	99.02124	98.588631	98.523926	98.614975	99.001366	98.536301	98.753815	98.662468	98.380386	98.497841	98.068222	98.594391	97.310471	100.0	98.988342	98.443825	97.050903	98.837555	97.912399	97.412804	98.636581	98.803062	99.045326	98.005768	98.581276	98.96106	99.020355	99.040451	98.345215	98.551971	99.073303	98.399353	98.619812	98.676559	98.285095	98.567261	99.011284	97.375046	99.092743	97.443512	98.557434	97.827484	98.494843	98.930862	98.855324	98.811401	97.481583	97.481483	98.578293	97.480019	98.607819	97.474716	97.782227	98.643341	98.833473	98.723389	98.444489	97.981094	98.453232	98.017548	98.44339	98.655357	97.887405	97.436508	98.403015	98.480545	97.511566	98.46492	98.625626	97.467155	98.78791	98.545486	98.714485	97.471527	97.506104	97.512604	98.570465	99.02124	98.588631	98.523926	98.614975	99.001366	98.536301	98.753815	98.662468	98.497841	98.068222	98.594391	97.310471	100.0	98.988342	98.443825	97.050903	98.837555	97.912399	97.412804	98.636581	98.803062	99.045326	98.005768	98.581276	98.96106	99.020355	99.040451	98.345215	98.551971	99.073303	98.399353	98.619812	98.676559	98.285095	98.567261	99.011284	97.375046	99.092743	97.443512	98.557434	97.827484	98.494843	98.930862	98.855324	98.811401	97.481583	97.481483	98.578293	97.480019	98.607819	97.474716	97.782227	98.643341	98.833473	98.723389	98.444489	97.981094	98.453232	98.017548	98.44339	98.655357	97.887405	97.436508	98.403015	98.480545	97.511566	98.625626	98.78791	98.545486	98.714485	97.471527	97.512604
CP045034.1	98.56897	97.888588	85.478416	98.621643	98.684204	98.464798	99.409721	98.653976	98.594681	98.371025	99.985382	98.543053	98.629715	98.572899	98.34552	98.62178	98.12088	98.572205	97.414566	98.988342	100.0	98.527191	97.202354	98.810242	98.083282	97.576973	98.62326	98.855255	99.977844	98.048599	98.632599	99.984879	99.991867	99.993362	98.363312	98.560265	99.202133	98.505524	98.60527	98.690125	98.245056	98.439476	99.988373	97.453766	99.413269	97.520828	98.571823	97.891907	98.483727	99.030792	98.941299	98.931885	97.523575	97.523453	98.524628	97.524933	98.64502	97.519241	97.817993	98.577225	98.922165	98.705582	98.437546	97.877548	98.461723	97.825119	98.546593	98.551811	98.080124	97.487671	98.325195	98.528969	97.572754	98.591164	98.465088	97.45192	98.855286	98.571838	98.701263	97.497787	97.499687	97.476456	98.621643	99.409721	98.653976	98.594681	98.371025	99.985382	98.543053	98.629715	98.572899	98.62178	98.12088	98.572205	97.414566	98.988342	100.0	98.527191	97.202354	98.810242	98.083282	97.576973	98.62326	98.855255	99.977844	98.048599	98.632599	99.984879	99.991867	99.993362	98.363312	98.560265	99.202133	98.505524	98.60527	98.690125	98.245056	98.439476	99.988373	97.453766	99.413269	97.520828	98.571823	97.891907	98.483727	99.030792	98.941299	98.931885	97.523575	97.523453	98.524628	97.524933	98.64502	97.519241	97.817993	98.577225	98.922165	98.705582	98.437546	97.877548	98.461723	97.825119	98.546593	98.551811	98.080124	97.487671	98.325195	98.528969	97.572754	98.465088	98.855286	98.571838	98.701263	97.497787	97.476456
CP047584.1	98.522957	97.86998	87.693031	98.637016	98.493759	98.492233	98.397232	98.359711	98.677193	98.565414	98.468811	98.475471	98.71254	98.552223	98.183334	98.454056	97.99424	98.57164	97.336105	98.443825	98.527191	100.0	97.160027	98.412155	97.826996	97.466614	98.414642	98.48159	98.444275	97.956429	98.620316	98.422836	98.473991	98.450539	98.323357	98.61718	98.491463	98.460495	98.60659	98.646423	99.335724	98.546219	98.446266	97.355103	98.576462	97.451569	98.54158	97.91423	98.299316	98.483597	98.665924	98.445129	97.406937	97.406822	98.435852	97.535995	98.789246	97.398834	97.816277	98.652885	98.649521	98.517029	98.395248	98.03894	98.675537	98.060059	98.542488	98.603561	97.897072	97.444748	98.510231	98.513863	97.442261	98.504059	99.469009	97.402328	98.560638	98.457138	98.548248	97.398476	97.440063	97.342178	98.637016	98.397232	98.359711	98.677193	98.565414	98.468811	98.475471	98.71254	98.552223	98.454056	97.99424	98.57164	97.336105	98.443825	98.527191	100.0	97.160027	98.412155	97.826996	97.466614	98.414642	98.48159	98.444275	97.956429	98.620316	98.422836	98.473991	98.450539	98.323357	98.61718	98.491463	98.460495	98.60659	98.646423	99.335724	98.546219	98.446266	97.355103	98.576462	97.451569	98.54158	97.91423	98.299316	98.483597	98.665924	98.445129	97.406937	97.406822	98.435852	97.535995	98.789246	97.398834	97.816277	98.652885	98.649521	98.517029	98.395248	98.03894	98.675537	98.060059	98.542488	98.603561	97.897072	97.444748	98.510231	98.513863	97.442261	99.469009	98.560638	98.457138	98.548248	97.398476	97.342178
CP047585.1	97.175148	96.937469	83.332367	97.248177	97.128815	97.231888	97.087212	97.291389	97.373154	97.235367	97.168671	97.215378	97.301231	97.220779	96.671646	97.05661	97.091064	97.197716	97.248764	97.050903	97.202354	97.160027	100.0	97.103485	96.908264	97.216438	97.163414	97.250015	97.149979	97.023712	97.194916	97.170425	97.119995	97.139542	97.121292	97.257401	97.122604	97.171738	97.317963	97.240829	97.081955	97.199699	97.132935	97.229179	97.104713	97.319412	97.130447	97.005432	97.127808	97.089676	97.309357	97.111626	97.239914	97.239708	97.167267	97.307335	97.296494	97.248169	96.839111	97.324951	97.282074	97.205826	97.128754	97.046951	97.223297	97.034576	97.168411	97.180603	96.970772	97.226166	97.177055	97.159027	97.371887	97.071182	97.325653	97.348923	97.2145	97.023193	97.212326	97.281357	97.277328	97.345078	97.248177	97.087212	97.291389	97.373154	97.235367	97.168671	97.215378	97.301231	97.220779	97.05661	97.091064	97.197716	97.248764	97.050903	97.202354	97.160027	100.0	97.103485	96.908264	97.216438	97.163414	97.250015	97.149979	97.023712	97.194916	97.170425	97.119995	97.139542	97.121292	97.257401	97.122604	97.171738	97.317963	97.240829	97.081955	97.199699	97.132935	97.229179	97.104713	97.319412	97.130447	97.005432	97.127808	97.089676	97.309357	97.111626	97.239914	97.239708	97.167267	97.307335	97.296494	97.248169	96.839111	97.324951	97.282074	97.205826	97.128754	97.046951	97.223297	97.034576	97.168411	97.180603	96.970772	97.226166	97.177055	97.159027	97.371887	97.325653	97.2145	97.023193	97.212326	97.281357	97.345078
CP050919.1	98.684471	97.996582	83.862152	98.723434	98.66349	98.640915	98.816452	98.623138	98.660934	98.580551	98.801834	98.69323	98.733681	98.7341	98.438728	98.553528	98.194473	98.651367	97.296913	98.837555	98.810242	98.412155	97.103485	100.0	98.004807	97.384781	98.695419	99.311523	98.851883	98.149506	98.634064	98.853134	98.807228	98.828117	98.430641	98.621399	98.850555	98.637222	98.768341	98.814499	98.371925	98.738167	98.831497	97.399933	98.81398	97.431793	98.48056	97.976257	98.643524	98.7052	99.146233	98.761818	97.431145	97.431015	98.635574	97.540665	98.756851	97.427292	97.909592	98.738747	99.087296	99.006592	98.619888	98.100113	98.525635	98.060783	98.680771	98.7621	98.06768	97.405136	98.549049	98.694389	97.424591	98.593056	98.593399	97.386673	99.374138	98.524391	99.01577	97.44783	97.426735	97.431969	98.723434	98.816452	98.623138	98.660934	98.580551	98.801834	98.69323	98.733681	98.7341	98.553528	98.194473	98.651367	97.296913	98.837555	98.810242	98.412155	97.103485	100.0	98.004807	97.384781	98.695419	99.311523	98.851883	98.149506	98.634064	98.853134	98.807228	98.828117	98.430641	98.621399	98.850555	98.637222	98.768341	98.814499	98.371925	98.738167	98.831497	97.399933	98.81398	97.431793	98.48056	97.976257	98.643524	98.7052	99.146233	98.761818	97.431145	97.431015	98.635574	97.540665	98.756851	97.427292	97.909592	98.738747	99.087296	99.006592	98.619888	98.100113	98.525635	98.060783	98.680771	98.7621	98.06768	97.405136	98.549049	98.694389	97.424591	98.593399	99.374138	98.524391	99.01577	97.44783	97.431969
CP053312.1	98.045517	98.740402	82.284454	98.015717	97.965485	97.984711	97.975266	97.948402	98.057831	97.810829	98.043633	97.940475	98.030029	98.071365	97.481461	97.928116	99.353577	97.903458	97.124954	97.912399	98.083282	97.826996	96.908264	98.004807	100.0	97.146317	97.9189	98.017746	97.997757	99.538086	97.995415	98.064102	98.014725	98.035522	98.071999	98.019363	97.988617	97.947914	98.034195	98.090698	97.832527	98.056595	98.075668	97.136719	97.974716	97.16835	97.820778	98.207809	98.316978	97.850601	98.205307	98.024673	97.189758	97.189613	97.926849	97.255753	97.998901	97.186157	98.498833	97.936012	98.213791	97.995651	97.957771	99.427673	97.909943	99.407211	98.000046	97.991714	99.455193	97.180481	97.933029	97.899673	97.236458	97.94548	98.013321	97.167816	98.082825	97.954391	97.963013	97.084023	97.208038	97.13118	98.015717	97.975266	97.948402	98.057831	97.810829	98.043633	97.940475	98.030029	98.071365	97.928116	99.353577	97.903458	97.124954	97.912399	98.083282	97.826996	96.908264	98.004807	100.0	97.146317	97.9189	98.017746	97.997757	99.538086	97.995415	98.064102	98.014725	98.035522	98.071999	98.019363	97.988617	97.947914	98.034195	98.090698	97.832527	98.056595	98.075668	97.136719	97.974716	97.16835	97.820778	98.207809	98.316978	97.850601	98.205307	98.024673	97.189758	97.189613	97.926849	97.255753	97.998901	97.186157	98.498833	97.936012	98.213791	97.995651	97.957771	99.427673	97.909943	99.407211	98.000046	97.991714	99.455193	97.180481	97.933029	97.899673	97.236458	98.013321	98.082825	97.954391	97.963013	97.084023	97.13118
CP053314.1	97.437424	97.174438	82.876526	97.501648	97.390144	97.651123	97.446106	97.549759	97.616226	97.390778	97.554298	97.456459	97.551392	97.536835	97.211838	97.535141	97.306793	97.4142	98.912415	97.412804	97.576973	97.466614	97.216438	97.384781	97.146317	100.0	97.397675	97.565674	97.545349	97.311844	97.497231	97.556046	97.512909	97.506012	97.377869	97.497948	97.427864	97.460167	97.529785	97.584854	97.545639	97.521362	97.542816	99.076782	97.527496	98.744972	97.34317	97.296989	97.496857	97.351547	97.687935	97.472992	98.739548	98.739456	97.427521	99.986862	97.609047	98.739105	97.01104	97.525864	97.652328	97.396774	97.416328	97.179924	97.473213	97.197731	97.513123	97.372185	97.096626	99.992195	97.532272	97.502792	98.814713	97.524857	97.575775	98.75016	97.469788	97.387283	97.357269	98.127014	98.789871	98.775803	97.501648	97.446106	97.549759	97.616226	97.390778	97.554298	97.456459	97.551392	97.536835	97.535141	97.306793	97.4142	98.912415	97.412804	97.576973	97.466614	97.216438	97.384781	97.146317	100.0	97.397675	97.565674	97.545349	97.311844	97.497231	97.556046	97.512909	97.506012	97.377869	97.497948	97.427864	97.460167	97.529785	97.584854	97.545639	97.521362	97.542816	99.076782	97.527496	98.744972	97.34317	97.296989	97.496857	97.351547	97.687935	97.472992	98.739548	98.739456	97.427521	99.986862	97.609047	98.739105	97.01104	97.525864	97.652328	97.396774	97.416328	97.179924	97.473213	97.197731	97.513123	97.372185	97.096626	99.992195	97.532272	97.502792	98.814713	97.575775	97.469788	97.387283	97.357269	98.127014	98.775803
